Nom;ID Producte;Preu;Promocions;Data
López de Haro Vino tinto crianza d.o. rioja 75cl;328441;5,95€/u;['Precio Oferta'];11_04_2021
Flama Roja Vino rosado 75cl;330173;3,25€/u;['Precio Oferta', 'Producto del Alt Penedès'];11_04_2021
Castillo De Perelada Vino tinto crianza D.O. Empordà 3 Fincas 75cl;57242;5,59€/u;['Precio Oferta'];11_04_2021
Desodorante natur protect piel normal SANEX, roll on 50 ml;280230;2,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Caramelos con palo sabores sin azúcar CHUPA CHUPS, bolsa 66 g;283937;1,62€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Gullon Galletas Digestive avena chocolate 425g;285189;1,29€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Birba Lins coco y chocolate 145g;429820;3,09€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Zumo de naranja exprimida con pulpa ZÜ 1,75l;344513;2,38€/u;['Precio Oferta'];11_04_2021
Zumo de naranja exprimida sin pulpa ZÜ, brik 1,75 litros;344514;2,38€/u;['Precio Oferta'];11_04_2021
Magno Gel classic +100ml 650ml;42722;2,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Enate Vino tinto crianza D.O. Somontano 75cl;244324;7,15€/u;['Precio Oferta'];11_04_2021
Obach Secallona extra de Organyà pieza 180g;853355;4,19€/u;['Precio Oferta'];11_04_2021
Pescanova Filete de merluza sin piel 400g;904708;3,75€/u;['Precio Oferta'];11_04_2021
Brillante Vasitos arroz redondo XL 2x200g;296006;1,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Batut de vainilla PULEVA, pack 6x200 ml;286055;1,79€/u;['Precio Oferta'];11_04_2021
Castillo De Perelada Cava brut reserva 75cl;227015;5,25€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Mo Oliveda Vino blanco 75cl. L'EMPORDÀ;301987;3,85€/u;['Precio Oferta', 'Producto del Alt Empordà'];11_04_2021
Família Oliveda Cava Brut nature Reserva 75cl. L'EMPORDÀ;301993;5,59€/u;['Precio Oferta', 'Producto del Alt Empordà'];11_04_2021
Clos Torribas Vino blanco 75cl;308580;3,95€/u;['Precio Oferta'];11_04_2021
Puntils Vino tinto Emporda 75cl;308427;5,59€/u;['Precio Oferta', 'Producto del Alt Empordà'];11_04_2021
Aceite de oliva Sumum LA MASIA, botella 1 litro;138871;2,59€/u;['Precio Oferta'];11_04_2021
Vino blanco D.O. Terra Alta HEREUS, botella 75 cl;304793;5,39€/u;['Precio Oferta', 'Producto de Terra Alta'];11_04_2021
Asturiana Leche sin lactosa 0% desnatada 1l;327017;0,89€/u;['Precio Oferta'];11_04_2021
Montes Lara Cañas cabello de ángel 200g;310722;1,19€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Hojiblanca Aceite Virgen extra suave 1l;47343;3,79€/u;['Precio Oferta'];11_04_2021
Campofrío Jamón cocido braseado finissimas 125g;228001;1,65€/u;['Precio Oferta'];11_04_2021
Néctar de melocotón GRANINI, botella 1,5 litros;255332;2,99€/u;['Precio Oferta'];11_04_2021
Hendrick's Ginebra inglesa 70cl;283295;29,99€/u;['Precio Oferta'];11_04_2021
Clos Torribas Vino tinto tempranillo crianza D.O. Penedés 75cl;288215;3,95€/u;['Precio Oferta'];11_04_2021
Portell Cava brut nature 75cl;308245;5,45€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Brillante Vasitos arroz largo XL 400g;296007;1,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pont Catalana extra sobre 90g;288615;1,45€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Coosur A.V.Extra Almazara 750 ml;328059;2,99€/u;['Precio Oferta'];11_04_2021
Molí De Pomerí Salsa Xató 95g;314437;1,79€/u;['Precio Oferta'];11_04_2021
Dr. Oetker Letras de chocolate negro 60g;293335;2,85€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Llet Nostra Leche desnatada botella 1,5l;184348;1,33€/u;['50% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Bebida energética RED BULL, pack 4x25 cl;948337;4,54€/u;['Precio Oferta'];11_04_2021
Limoncello DI CAPRI, botella 70 cl;343136;11,50€/u;['Precio Oferta'];11_04_2021
Toallitas Natural Care extra HUGGIES, paquete 56 uds;349288;1,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Judía verde en tiras corte juliana GUTARRA, frasco 350 g;357863;2,14€/u;['70% Descuento en la 2ª Unidad', 'Productos de Navarra'];11_04_2021
Mermelada cero de frambuesa LA VIEJA FÁBRICA, frasco 280 g;341489;2,69€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Mermelada cero de melocotón LA VIEJA FÁBRICA, frasco 280 g;341493;2,69€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Cebollitas SARASA, tarrina 450 g;344108;2,75€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Ortiz Pan tostado tradicional 30 rebanada 324g;325225;1,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Oral B Cepillo complete duo;305868;2,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Noel Pechuga de pavo delizia corte fresco 110g;312025;2,09€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Noel Jamón cocido delizias corte fresco 110g;312024;1,99€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Sanex Desodorante roll-on zero% invisible 50ml;341769;2,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dr. Oetker Pizza Casa di Mama boloñesa 380g;297302;3,51€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Magno Gel marine +100ml 650ml;281529;2,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Gallina Blanca Caldo Fideuá brik 1l;308482;2,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Mascarilla reparadora papaya 390ml;331162;5,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Mascarilla normal 390ml;331165;5,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Oral B Dentífrico 3D blanco revitalizante 75ml;331345;3,59€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Wilkinson Maq.wilkinson extra3 4u;331349;3,69€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dr.Oetker Pizza mozzarella Ristorante 335g;253648;3,51€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Acondiconador prevención caída PANTENE, bote 300 ml;314101;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pedro Luís Alubia blanca cocida frasco 660g;314379;1,99€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Pedro Luís Garbanzo cocido frasco 660g;314408;1,99€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Limpiador desinfectante baño KH-7, pistola 750 ml;333023;2,69€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Fructis Mascarilla butter 300 ml;325287;3,80€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Mascarilla hidrarizos 300ml;325288;3,80€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Bolquer banyador 3-8 kg Talla 2-3 L. SWIMMERS, paquet 20 unit.;335215;10,19€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Vileda Fregona estampada;14044;2,79€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Champú cabello graso con caspa menta refrescante 360ml;325341;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Penne Rigate sin gluten BARILLA, caja 400 g;325870;2,15€/u;['70% Descuento en la 2ª Unidad', 'Sin gluten'];11_04_2021
Ducros Molinillo de sal rosa del Himalaya 90g;335348;2,55€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Nox Vino tinto D.O. Penedés 75cl;323860;4,45€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Nox Vino blanco D.O. Penedés 75cl;323880;4,45€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Bref Limpia wc duo active natur 50g;324168;3,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Acondicionador micelar PANTENE, bote 300 ml;334605;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dentífrico encía&esmalte blanqueante ORAL-B Repair, tubo 75 ml;334685;3,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Tarrina de manzana-pera-membrillo bio NESTLÉ, pack 4x90 g;343220;2,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Champú melena abundante FRUCTIS, bote 360 ml;334976;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Champú crece fuerte FRUCTIS, bote 300 ml;334979;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Acondicionador rizos PANTENE, bote 300 ml;335018;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú aqualight 360ml;314086;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Mascarilla fortificante adiós daños 300ml;328178;3,80€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Champú Nutri Repair 3 FRUCTIS, bote 360 ml;328179;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú micelar para cabello graso y apagado 360ml;328181;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Chupa Chup Melody pops 60g;328214;2,05€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
La Vaca Que Rie Queso azul light 250g;328399;2,35€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Champú prevención caída con bambú PANTENE, bote 360 ml;314089;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Barritas de chocolate negro 70% KIT KAT, pack 3x41 g;328646;2,04€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Spaghetti sin gluten BARILLA, paquete 400 g;330291;2,15€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Oral B Dent. encías repair original 75ml;330746;3,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Mascarilla nutritiva banana 390ml;331161;5,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú repara 3en1 300ml;338083;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fairy Lav.Maq.PlatinumPlus Limon 37d;338174;13,39€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Sarasa Cocktail de encurtidos 450g;336289;2,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Barilla Salsa basilico 400g;36325;2,59€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú clásico 360ml;314084;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Champú anticaspa para cabello normal 360ml;328175;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Palitos de queso LA VACA QUE RIE, 4 uds., caja 140 g;9637;1,97€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Champú hidra liso 360ml;325275;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Champu butter 360ml;325266;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Cepillo Sharky PIERROT, pack 1 ud.;335148;2,05€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pants de incontinencia plus Talla M TENA, paquete 9 uds;335203;9,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pants de incontinencia plus Talla L TENA, paquete 9 uds;335206;9,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Champú rizos 3n1 PANTENE, bote 300 ml;344571;3,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Mascarilla capilar cabello normal aloe vera FRUCTIS, tarro 390 ml;344574;5,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Set de mopa microfibra EROSKI, recambio 1 ud.;344916;7,05€/u;['70% Descuento en la 2ª Unidad', 'Eroski', 'Producto nuevo'];11_04_2021
Cerrato Queso mezcla semi 225g;320280;3,19€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Somat Lavavajillas máquina gel limón 50d;332357;9,70€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Sanex Desodorante roll-on zero% sensitive 50ml;341775;2,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Marbú Galletas doradas 0 % azúcares 400g;285270;2,29€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Moscatel empordà 50cl ESPOLLA;301979;4,99€/u;['50% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Sanex Desodorante roll-on men zero 50ml;321092;2,35€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Cerrato Queso oveja curado 225g;320347;3,29€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dr. Oetker Pizza Ristorante Carbonara 340g;317387;3,51€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Noel Delicias Jamón serrano reserva 100g;339858;3,00€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Dr.Oetker Pizza tonno 355g;261384;3,51€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Gullon Galleta vitalday yogur y frutos rojos 220g;316617;1,84€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Alubias de Santa Maria cocidas ARANCA, frasco 400 g;267846;2,96€/u;['50% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Artiach Galletas Dinosaurus chocolate con leche 4 paks 340g;282039;2,69€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Lavavajillas máquina gel limón FAIRY, botella 32 dosis;342155;5,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Zumo de avena-plátano-coco VIANATURE, botella 250 ml;342927;1,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Panrico Pan rústico 0% azúcar 375g;337278;2,25€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Carbonell Aceite oliva sabor 1l;281751;3,29€/u;['Precio Oferta'];11_04_2021
Aceite de oliva virgen extra LA MASIA, botella 1 litro;280747;3,29€/u;['Precio Oferta'];11_04_2021
Silueta Pan 8 cereales sin corteza 450g;192444;2,05€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Aneto Caldo natural pollo brik 1l;173234;3,59€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Viladrau Agua garrafa 5l;133034;1,50€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Refresco de cola Zero azucar Zero cafeina PEPSI MAX, lata 33 cl;331593;0,58€/u;[];11_04_2021
Weikis Bollo pepitas choco con leche 240g;157624;2,05€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Carretilla Pimientos piquillo ajillo 290g;159879;2,08€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Inpanasa Magdalenas Suprema 8u 480g;282858;1,85€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Terra Vino blanco D.O. Cataluña 75cl;178946;3,59€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Bo De Debò Ensaladilla rusa 450g;148711;3,39€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Sundari Arroz basmati 1kg;303763;2,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Yatekomo pollo soja bag pack 3;308483;2,09€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Castellblanch Cava Brut Zero 75cl;218928;7,35€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Altos De Tamarón Vino tinto roble joven D.O. Ribera Duero 75cl;210536;4,85€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Don Simon Vino tinto botella selección 75cl;251050;1,65€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Blanc de Serè Vino blanco D.O costa del Segre 75cl;308143;7,75€/u;['Precio Oferta', 'Producto de Urgell'];11_04_2021
Menú para conejos enanos VITAKRAFT, paquete 1 kg;231439;4,09€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dr. Oetker Pannini barbacoa 250g;258191;3,09€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Celta Leche entera brik 1,5l;38070;1,09€/u;['Precio Oferta'];11_04_2021
Cañitas de fuet D`olot ESPUÑA, sobre 50 g;293729;1,55€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Findus Espinacas ajillo 450g;188642;2,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Aneto Caldo natural pescado brik 1l;217929;4,30€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Almendra cruda con piel FRIT RAVICH, 160 g;314648;3,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Mimat Vino tinto D.O. Cataluña 75cl;318276;8,45€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Snatts Palitos con pipas 62g;282234;0,88€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Mayor De Castilla Vino blanco verdejo D.O. Rueda 75cl;288214;3,07€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Aneto Caldo natural verduras brik 1l;180158;3,59€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Boletus Surtido setas naturales 370g;248492;2,85€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Crema de cacao 2 sabores NOCILLA, bote 715 g;347393;4,88€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Tomate frito en aceite de oliva SOLÍS, frasco 360 g;313822;1,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pedro Luis Garbanzos pedrosillano 500g;333267;1,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Serrano Chorizo de pavo 2x50g;331177;2,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Celta Leche desnatada brik 1,5l;38072;1,09€/u;['Precio Oferta'];11_04_2021
Viña Albali vino blanco verdejo 75cl;330394;2,85€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
L'Oreal Crema hidraenergetic fluido ultra hidratante Men 50ml;299462;9,75€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dr. Oetker Pizza 4 quesos Ristorante 340g;253646;3,51€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Vino blanco D.O. Catalunya JARDINS 0,75l;308373;4,59€/u;['Precio Oferta'];11_04_2021
Bo De Debò Arroz de montaña 300g;291315;3,99€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Aceite de oliva 0,4º LA MASIA, botella 1 litro;20866;2,59€/u;['Precio Oferta'];11_04_2021
Barritas de chocolate blanco KIT KAT, pack 3x41,5 g;328645;2,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Bargallo Aceite virgen extra arbequina 75cl;306430;5,45€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Cerveza Magna SAN MIGUEL, lata 33 cl;341834;0,53€/u;['Precio Oferta'];11_04_2021
Potito de brócoli-guisantes con pavo bio NESTLÉ, tarro 190 g;343216;1,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dr.Oetker Pizza speciale Ristorante 330g;253647;3,51€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú clásico 3en1 300ml;338082;3,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Crema RUAVIEJA, botella 70 cl;263792;10,19€/u;['Precio Oferta'];11_04_2021
Bamboleo Corazones de alcachofas frasco 290g;190496;2,79€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Carretilla Espárragos blancos 8/12 frasco 540g;363980;3,80€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Aurum Cerveza lata 12x33cl;280342;2,80€/u;['Precio Oferta'];11_04_2021
Puleva Leche desnatada ecológica 1l;335874;1,00€/u;['Precio Oferta'];11_04_2021
Pescanova Calamar limpio 400g;286928;4,29€/u;['Precio Oferta'];11_04_2021
Protector incontinencia ultra mini TENA Discreet, paquete 28 uds;289967;3,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Albo Atún claro aceite oliva virgen 3x92g;67296;6,05€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Cacao en polvo intenso 40% NESQUIK, lata 330 g;348584;3,50€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Galletas de soja-naranaja GERBLÉ, caja 280 g;527797;1,93€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pan de leche BELLA EASO, 9 uds. paquete 315 g;344999;2,15€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Donuts Bombón 4 u 175g;545937;1,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Campofrío Salchichas Baviera 260g;493158;2,45€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Albal Bolsas herméticas  ziploc 20u;11731;3,59€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Tomate frito APIS, pack 3x215 g;11475;1,85€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pepsi Cola Max zero azúcar lata 33cl;144852;0,58€/u;[];11_04_2021
Pescanova Corazón merluza sin piel 500g;7770;5,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Terra Vino tinto joven D.O. Cataluña 75cl;131066;3,59€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Dr. Oetker Pannini 4 quesos 250g;128063;3,09€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Alminuto de gulas al ajillo LA GULA DEL NORTE, sobre 135 g;38855;3,55€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Cepillo dental Cross Action medio ORAL-B, pack 1 ud.;67708;3,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dr. Oetker Pizza Casa di Mama 4 quesos 395g;281000;3,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Old El Paso Flour tortillas 326g;54516;2,12€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Spontex Estropajo acero inoxidable 2u;38033;1,63€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Alminuto gulas-gambas al ajillo LA GULA DEL NORTE, sobre 135 g;38856;3,55€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Gullón Galletas maria sin gluten 400g;65239;2,19€/u;['70% Descuento en la 2ª Unidad', 'Sin gluten'];11_04_2021
Dr. Oetker Pannini jamón/queso 250g;128016;3,09€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Llet Nostra Leche semidesnatada botella 1,5l;184341;1,33€/u;['50% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Dry Nites Braguitas absorbentes niña 8-15 años 13u;252769;13,45€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Gamba Pelada 100/200 Eroski Basic 320g;318437;4,39€/u;['Precio Oferta', 'Eroski'];11_04_2021
Fusilli BARILLA, caja 500 g;562885;1,46€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Barilla Farfalle 500g;562860;1,46€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Amstel Radler Cerveza limón 0,0 lata 33CL;333848;0,65€/u;['Compra 4 uni. 0,57 € de descuento'];11_04_2021
Torres Vino rosado 75cl;283401;3,99€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Marqués De Cáceres Vino tinto crianza D.O. Rioja 75cl;277800;6,95€/u;['Precio Oferta'];11_04_2021
Vino Tinto D.O. R. del Duero CELESTE, botella 75 cl;292258;7,99€/u;['Precio Oferta'];11_04_2021
Aneto Caldo natural pollo bajo en sal brik 1l;253283;3,59€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Vino Tinto Reserva Rioja PATERNINA, botella 75 cl;347011;9,62€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Tigre Queso fondue 400g;263584;5,50€/u;['Precio Oferta'];11_04_2021
Franziskaner Cerveza de trigo botella 50cl;65739;1,07€/u;['Precio Oferta'];11_04_2021
Dentífrico enjuague-blanqueante ORAL-B Complete, tubo 75 ml;299161;2,35€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Asturiana Leche sin lactosa calcio semidesnatada 1l;298196;0,89€/u;['Precio Oferta'];11_04_2021
Old Amsterdam Queso gouda viejo 250g;299767;4,49€/u;['Precio Oferta'];11_04_2021
Carbonell Aceite oliva 0,4º 1l;121428;3,29€/u;['Precio Oferta'];11_04_2021
Licor BAILEYS, botella 1 litro;126181;15,99€/u;['Precio Oferta'];11_04_2021
Can Duran Exentis Longaniza pieza 280g;300758;5,49€/u;['Precio Oferta'];11_04_2021
Cerveza 0,0% HEINEKEN, pack botellín 6x25 cl;327185;3,25€/u;['Precio Oferta'];11_04_2021
Veritas Nachos natural 125g;327984;1,28€/u;['Precio Oferta', 'Producto ecológico'];11_04_2021
Aceite virgen extra OLICASTELLÓ, garrafa 2 litros;306053;8,75€/u;['Precio Oferta', 'Producto de la Noguera'];11_04_2021
Artium Cava Brut nature 75cl. BAGES;306608;7,25€/u;['Precio Oferta', 'Producto del Bages'];11_04_2021
Castello Queso con piña 125g;286991;2,00€/u;['Precio Oferta'];11_04_2021
Ato Nata spray 250g;191377;1,69€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Freixenet Cava Brut Cordon Negro 75cl;221950;6,49€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Eroski Basic Champiñones laminados 3x105g;274334;1,95€/u;['Precio Oferta', 'Eroski Basic'];11_04_2021
Peñasol Vino tinto brik 1l;310225;1,25€/u;['Precio Oferta'];11_04_2021
Molí De Pomerí Salsa romesco 95g;314435;1,52€/u;['Precio Oferta'];11_04_2021
Peñasol Vino blanco brik 1l;310226;1,25€/u;['Precio Oferta'];11_04_2021
Cava Rosat Brut, botella 75 cl;308246;5,45€/u;['Precio Oferta'];11_04_2021
Pont Panceta curada natural 120g;288655;1,95€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Frit Ravich Chips premium 170g;291907;1,59€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Bombay Ginebra Saphire 70cl;147004;18,95€/u;['Precio Oferta'];11_04_2021
Vino tinto D.O. Terra Alta HEREUS, botella 75 cl;304794;6,05€/u;['Precio Oferta'];11_04_2021
Dry Nites Braguitas absorbentes niña 3-5 años 16u;296822;13,45€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Vino Tinto Crianza Rioja VIÑA CUMBRERO, botella 75 cl;335405;5,09€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pants de incontinencia plus Talla L TENA, paquete 14 uds;289828;15,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dr. Oetker Cobertura de chocolate 100g;288962;1,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Sanex Desodorante roll on natur protect pieles sensibles 50ml;280229;2,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Altos De Tamarón Vino tinto crianza D.O. Ribera Duero 75cl;257810;6,75€/u;['Precio Oferta'];11_04_2021
Celta Leche sin lactosa semidesnatada 1l;305600;0,85€/u;['Precio Oferta'];11_04_2021
Maiz sabor original MISTERCORN, bolsa 141g;344111;1,55€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Rojalet Vino blanco bag in box D.O. Catalunya 3l;324747;8,50€/u;['Precio Oferta'];11_04_2021
Yema de espárrago mediana CARRETILLA, lata 135 g;298142;3,19€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Gallina Blanca Caldo casero para paella 1l;298663;2,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Oral B Dental multi protección 75ml;299099;3,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
